iid,gender,age,imprace,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,pca_1,pca_2
28.0,0.0,26.0,4.115241635687732,4.144981412639405,2.096654275092937,5.133828996282528,2.130111524163569,5.721189591078067,4.115241635687732,6.37546468401487,8.148698884758364,7.449814126394052,7.223048327137547,5.940520446096654,3.2342007434944238,5.91449814126394,7.907063197026022,5.732342007434944,7.5092936802973975,8.148698884758364,7.152416356877324,8.04460966542751,6.4869888475836435,5.078066914498141,5.17910447761194,7.242537313432836,8.470149253731343,7.899253731343284,8.294776119402986,7.630597014925373,-0.005771870514336174,-0.00813998348464594
29.0,0.0,22.0,4.0,5.0,1.0,6.0,1.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,7.0,6.0,9.0,8.0,7.0,8.0,-0.21576396943500115,-2.4598587964829743
30.0,0.0,23.0,2.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,7.0,8.0,9.0,8.0,8.0,0.8196540493932857,-0.22688801893339441
31.0,0.0,24.0,4.0,8.0,1.0,4.0,3.0,3.0,3.0,7.0,10.0,7.0,7.0,7.0,2.0,6.0,6.0,8.0,8.0,8.0,6.0,7.0,10.0,6.0,5.0,8.0,8.0,9.0,8.0,9.0,-0.5324309827239178,-0.46990307443509427
32.0,0.0,27.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,3.0,7.0,5.0,9.0,9.0,7.0,1.3053072234924055,0.9739791491498054
33.0,0.0,30.0,4.0,8.0,6.0,6.0,1.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,4.0,6.0,8.0,6.0,8.0,8.0,-0.34526975979246716,-0.6321580878893319
34.0,0.0,21.0,2.0,2.0,1.0,6.0,2.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,-0.9650929282072582,-0.19344207732766563
35.0,0.0,25.0,9.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,9.0,9.0,9.0,7.0,-1.7432033028910907,-2.7065024226151677
36.0,0.0,26.0,7.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,7.0,8.0,8.0,6.0,1.8618285057343784,0.0781003158031628
37.0,0.0,27.0,5.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,7.0,8.0,7.0,9.0,5.0,-0.650108199758205,-0.36392387357291495
38.0,0.0,23.0,8.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,8.0,2.0,7.0,8.0,8.0,-2.1451750059753407,-0.45956515179001306
39.0,0.0,24.0,6.0,4.0,5.0,6.0,4.0,3.0,2.0,4.0,10.0,10.0,8.0,7.0,1.0,5.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,1.0,2.0,6.0,9.0,6.0,8.0,7.0,-0.7302148445326178,2.0377391308004182
56.0,0.0,23.0,10.0,9.0,1.0,3.0,1.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,3.0,10.0,10.0,9.0,8.0,5.0,-0.6368802781341434,-1.133297341905432
57.0,0.0,22.0,10.0,10.0,3.0,5.0,2.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,10.0,10.0,9.0,10.0,-2.707264664555478,0.28429172548554293
58.0,0.0,26.12639405204461,4.115241635687732,4.144981412639405,2.096654275092937,5.133828996282528,2.130111524163569,5.721189591078067,4.115241635687732,6.37546468401487,8.148698884758364,7.449814126394052,7.223048327137547,5.940520446096654,3.2342007434944238,5.91449814126394,7.907063197026022,5.732342007434944,7.5092936802973975,8.148698884758364,7.152416356877324,8.04460966542751,6.4869888475836435,5.078066914498141,5.17910447761194,7.242537313432836,8.470149253731343,7.899253731343284,8.294776119402986,7.630597014925373,8.790490504323047e-17,1.3073061767648016e-16
59.0,0.0,26.12639405204461,4.115241635687732,4.144981412639405,2.096654275092937,5.133828996282528,2.130111524163569,5.721189591078067,4.115241635687732,6.37546468401487,8.148698884758364,7.449814126394052,7.223048327137547,5.940520446096654,3.2342007434944238,5.91449814126394,7.907063197026022,5.732342007434944,7.5092936802973975,8.148698884758364,7.152416356877324,8.04460966542751,6.4869888475836435,5.078066914498141,5.17910447761194,7.242537313432836,8.470149253731343,7.899253731343284,8.294776119402986,7.630597014925373,8.790490504323047e-17,1.3073061767648016e-16
60.0,0.0,29.0,3.0,10.0,4.0,6.0,2.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,4.0,7.0,9.0,9.0,9.0,9.0,1.6542205307324178,0.8553957552314974
61.0,0.0,28.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,7.0,10.0,7.0,10.0,7.0,-0.7289550482157269,3.1295572761534345
62.0,0.0,26.0,1.0,1.0,2.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,9.0,9.0,9.0,9.0,9.0,0.6327228607584472,-1.1685546374796825
63.0,0.0,24.0,1.0,3.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,6.0,8.0,9.0,8.0,7.0,2.613984272135169,0.1350988319281491
64.0,0.0,27.0,6.0,3.0,2.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,8.0,8.0,6.0,9.0,9.0,-1.3649456723733793,-0.5585500186726441
65.0,0.0,23.0,6.0,3.0,2.0,5.0,3.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,7.0,7.0,9.0,9.0,8.0,9.0,-2.334889161159006,-0.928335088304663
76.0,0.0,34.0,5.0,7.0,2.0,7.0,2.0,1.0,7.0,6.0,8.0,8.0,8.0,5.0,1.0,7.0,7.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,4.0,0.5423936873538835,0.9948770462806502
77.0,0.0,22.0,2.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,6.0,8.0,8.0,8.0,8.0,-1.5499741940775322,0.2650042281033757
78.0,0.0,23.0,1.0,4.0,2.0,7.0,3.0,5.0,1.0,7.0,7.0,9.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,7.0,5.0,10.0,7.0,3.0,10.0,3.0,8.0,8.0,0.25322424715565184,1.883139550634244
79.0,0.0,26.0,8.0,8.0,2.0,7.0,1.0,2.0,3.0,2.0,10.0,10.0,10.0,2.0,1.0,7.0,4.0,4.0,9.0,9.0,8.0,8.0,3.0,3.0,5.0,7.0,9.0,8.0,7.0,7.0,0.8099596779940756,1.024618301089353
80.0,0.0,27.0,3.0,1.0,1.0,5.0,4.0,8.0,3.0,7.0,5.0,5.0,4.0,3.0,1.0,5.0,10.0,9.0,7.0,7.0,7.0,7.0,9.0,2.0,7.0,8.0,8.0,8.0,8.0,8.0,0.3953293455631584,-0.4030476794224186
81.0,0.0,28.0,6.0,9.0,5.0,5.0,2.0,6.0,2.0,7.0,9.0,9.0,7.0,7.0,1.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,4.0,5.0,8.0,7.0,8.0,7.0,7.0,0.04303505968154828,0.11352030761048194
82.0,0.0,25.0,2.0,7.0,1.0,3.0,2.0,5.0,5.0,5.0,8.0,9.0,10.0,9.0,1.0,7.0,8.0,6.0,8.0,8.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,8.0,8.0,7.0,-0.997839843463414,0.40554586902526724
83.0,0.0,35.0,1.0,5.0,2.0,6.0,1.0,5.0,1.0,3.0,5.0,7.0,8.0,3.0,1.0,6.0,8.0,3.0,7.0,8.0,7.0,8.0,4.0,7.0,6.0,5.0,9.0,9.0,5.0,5.0,2.013229989966181,2.0691257773708824
84.0,0.0,32.0,1.0,1.0,2.0,4.0,1.0,7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,7.0,7.0,9.0,7.0,8.0,5.0,0.22055372234162177,1.892432205735209
85.0,0.0,30.0,3.0,5.0,2.0,6.0,4.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,7.0,9.0,9.0,8.0,9.0,1.9140603628323363,0.8013739802338624
86.0,0.0,22.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,7.0,9.0,9.0,9.0,4.0,0.9296148001874733,1.8880506674423247
87.0,0.0,23.0,8.0,10.0,1.0,3.0,2.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,-3.0470230488829033,-1.2848958455145723
88.0,0.0,23.0,8.0,7.0,1.0,4.0,4.0,8.0,7.0,10.0,7.0,7.0,7.0,8.0,6.0,6.0,10.0,8.0,9.0,10.0,8.0,10.0,9.0,3.0,5.0,9.0,9.0,9.0,9.0,9.0,-3.2321960601869733,-1.2748585926563332
89.0,0.0,27.0,3.0,2.0,1.0,7.0,3.0,2.0,2.0,2.0,10.0,8.0,8.0,7.0,8.0,9.0,8.0,1.0,9.0,8.0,8.0,9.0,4.0,2.0,5.0,8.0,9.0,8.0,9.0,10.0,0.590072517174002,1.9899719469884718
90.0,0.0,23.0,4.0,1.0,2.0,7.0,7.0,8.0,9.0,6.0,5.0,8.0,9.0,6.0,3.0,1.0,10.0,6.0,7.0,8.0,7.0,6.0,4.0,1.0,5.0,5.0,8.0,5.0,7.0,5.0,1.0294994020910677,-0.7454116206004292
91.0,0.0,25.0,6.0,8.0,1.0,3.0,2.0,4.0,2.0,5.0,7.0,7.0,5.0,7.0,3.0,5.0,7.0,7.0,10.0,8.0,8.0,7.0,6.0,2.0,5.0,6.0,7.0,7.0,9.0,8.0,-0.5358469341849514,0.08090898418455579
92.0,0.0,29.0,1.0,2.0,5.0,6.0,1.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,5.0,9.0,10.0,9.0,9.0,9.0,-0.6344522629972258,2.301093295542134
93.0,0.0,29.0,2.0,2.0,1.0,5.0,1.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,0.655802568475332,0.1901937324376426
112.0,0.0,20.0,1.0,1.0,1.0,3.0,1.0,8.0,3.0,8.0,5.0,7.0,8.0,8.0,8.0,9.0,9.0,3.0,8.0,8.0,9.0,10.0,4.0,6.0,4.0,9.0,10.0,9.0,9.0,9.0,-1.26667566291282,-0.051540389900997685
113.0,0.0,21.0,3.0,8.0,1.0,4.0,1.0,5.0,3.0,7.0,10.0,9.0,8.0,7.0,2.0,6.0,8.0,7.0,10.0,10.0,9.0,10.0,10.0,7.0,7.0,8.0,10.0,10.0,8.0,9.0,-2.7356153359239763,0.6470356789185496
114.0,0.0,20.0,2.0,4.0,2.0,7.0,4.0,6.0,8.0,3.0,4.0,4.0,3.0,5.0,2.0,6.0,8.0,7.0,6.0,7.0,6.0,9.0,2.0,2.0,6.0,7.0,9.0,8.0,6.0,7.0,1.0273237629545062,-0.5511007409930994
115.0,0.0,21.0,10.0,7.0,1.0,5.0,1.0,2.0,2.0,8.0,7.0,3.0,3.0,1.0,1.0,8.0,10.0,2.0,2.0,6.0,4.0,7.0,8.0,1.0,3.0,8.0,7.0,8.0,9.0,8.0,2.5592466524079502,-1.8590581899006295
116.0,0.0,21.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,10.0,10.0,10.0,6.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,-3.7634109993441416,1.3005201402581628
117.0,0.0,21.0,8.0,10.0,1.0,3.0,1.0,6.0,8.0,6.0,9.0,8.0,6.0,3.0,5.0,8.0,8.0,5.0,6.0,5.0,6.0,5.0,9.0,3.0,6.0,8.0,7.0,8.0,8.0,8.0,0.013530662814764794,-3.447357585366791
119.0,0.0,19.0,5.0,2.0,1.0,3.0,1.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,4.0,8.0,10.0,10.0,10.0,10.0,-3.156426436544767,-0.24236151566960326
120.0,0.0,20.0,1.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,3.0,6.0,8.0,8.0,8.0,9.0,0.8197922752237151,1.4814030074676134
121.0,0.0,21.0,8.0,1.0,5.0,7.0,1.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,2.0,2.0,9.0,9.0,7.0,9.0,-1.7284411004842413,1.6282270558527616
132.0,0.0,27.0,10.0,1.0,1.0,7.0,2.0,7.0,2.0,10.0,5.0,7.0,7.0,9.0,1.0,1.0,5.0,9.0,5.0,10.0,3.0,10.0,1.0,10.0,5.0,8.0,10.0,10.0,9.0,10.0,0.6585316515990759,-0.7280683734485947
133.0,0.0,24.0,8.0,6.0,1.0,6.0,5.0,8.0,7.0,6.0,7.0,10.0,8.0,10.0,4.0,3.0,6.0,4.0,8.0,7.0,10.0,9.0,7.0,6.0,5.0,6.0,8.0,7.0,8.0,7.0,-1.3490679099103473,-0.8097825698998572
134.0,0.0,23.0,8.0,10.0,1.0,5.0,3.0,7.0,4.0,4.0,8.0,9.0,6.0,7.0,8.0,6.0,8.0,5.0,9.0,5.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,-1.3294126485843263,-1.3908245027162653
135.0,0.0,26.0,9.0,6.0,1.0,7.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,7.0,1.0,8.0,7.0,10.0,10.0,2.0,9.0,6.0,9.0,10.0,7.0,9.0,6.0,0.218441191226855,2.2107785907077036
136.0,0.0,26.12639405204461,4.115241635687732,4.144981412639405,2.096654275092937,5.133828996282528,2.130111524163569,5.721189591078067,4.115241635687732,6.37546468401487,8.148698884758364,7.449814126394052,7.223048327137547,5.940520446096654,3.2342007434944238,5.91449814126394,7.907063197026022,5.732342007434944,7.5092936802973975,8.148698884758364,7.152416356877324,8.04460966542751,6.4869888475836435,5.078066914498141,5.17910447761194,7.242537313432836,8.470149253731343,7.899253731343284,8.294776119402986,7.630597014925373,8.790490504323047e-17,1.3073061767648016e-16
142.0,0.0,24.0,1.0,4.0,1.0,5.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,9.0,9.0,9.0,10.0,7.0,-0.5066007449002172,-1.884553281947473
143.0,0.0,33.0,6.0,2.0,2.0,7.0,4.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,6.0,7.0,10.0,7.0,8.0,7.0,0.9772361762692741,0.4271840791336249
144.0,0.0,23.0,5.0,2.0,1.0,5.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,5.0,7.0,8.0,8.0,9.0,9.0,-0.13646286771497,-2.258034802732758
145.0,0.0,24.0,9.0,7.0,2.0,7.0,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,5.0,5.0,7.0,9.0,7.0,-0.14225087679315712,0.9783971889133184
146.0,0.0,36.0,1.0,7.0,4.0,7.0,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,8.0,8.0,8.0,8.0,8.0,1.7820814399448552,1.384452384278046
147.0,0.0,26.0,3.0,3.0,5.0,5.0,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,5.0,8.0,7.0,8.0,9.0,7.0,-0.19365636472873948,-0.4109942992072723
148.0,0.0,27.0,7.0,4.0,5.0,4.0,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,5.0,8.0,9.0,9.0,9.0,8.0,-0.3254761645135521,-0.09631608365469811
149.0,0.0,28.0,3.0,3.0,1.0,5.0,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,-0.39143780528725225,-0.20101652304256903
150.0,0.0,31.0,3.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,5.0,7.0,9.0,8.0,9.0,8.0,4.344261268965808,0.30140032024694147
151.0,0.0,28.0,1.0,2.0,3.0,3.0,1.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,3.0,9.0,10.0,10.0,10.0,8.0,0.15993598510735083,1.7730322137249837
152.0,0.0,27.0,2.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,5.0,7.0,9.0,8.0,10.0,8.0,-0.6914315499080443,1.9905109376618721
153.0,0.0,28.0,1.0,1.0,2.0,6.0,3.0,8.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,10.0,6.0,7.0,9.0,7.0,7.0,8.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0,-0.09467768338606244,0.022583061651104727
154.0,0.0,27.0,8.0,3.0,6.0,4.0,1.0,10.0,7.0,8.0,8.0,6.0,6.0,6.0,1.0,6.0,8.0,7.0,7.0,8.0,6.0,6.0,3.0,2.0,7.0,8.0,9.0,9.0,9.0,9.0,0.9135623769180112,-1.936795180364361
155.0,0.0,27.0,5.0,1.0,2.0,5.0,1.0,2.0,1.0,10.0,10.0,7.0,8.0,5.0,1.0,1.0,10.0,4.0,10.0,9.0,5.0,7.0,7.0,4.0,3.0,7.0,10.0,6.0,8.0,9.0,1.3419347192474371,1.2579096673135521
156.0,0.0,30.0,1.0,1.0,2.0,6.0,3.0,3.0,7.0,10.0,10.0,10.0,10.0,8.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,6.0,8.0,10.0,10.0,9.0,10.0,-2.871601772791852,1.535071100568618
157.0,0.0,28.0,5.0,3.0,1.0,6.0,1.0,8.0,7.0,8.0,8.0,6.0,6.0,9.0,2.0,9.0,7.0,4.0,6.0,7.0,5.0,6.0,6.0,3.0,4.0,7.0,8.0,9.0,8.0,9.0,1.2900735598887139,-1.9214042642945592
174.0,0.0,29.0,1.0,1.0,4.0,5.0,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,9.0,10.0,8.0,8.0,6.0,1.329262331221603,0.6299415713130438
175.0,0.0,23.0,5.0,8.0,2.0,3.0,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,7.0,10.0,8.0,8.0,9.0,0.8715508572248576,-1.8617552436016624
176.0,0.0,28.0,10.0,1.0,2.0,6.0,3.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,7.0,6.0,9.0,7.0,8.0,6.0,-0.30504897612378185,-0.7381161182726638
177.0,0.0,22.0,8.0,3.0,2.0,5.0,2.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,6.0,9.0,9.0,8.0,9.0,9.0,1.6500531942099435,-2.678200969591492
178.0,0.0,35.0,5.0,5.0,2.0,4.0,2.0,3.0,4.0,7.0,9.0,8.0,8.0,8.0,2.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,5.0,9.0,9.0,7.0,8.0,7.0,-0.6549002105309825,1.1822953455139922
